contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Distance
SPY260724C00787000,2026-07-21 18:41:30+00:00,787.0,0.01,0.0,0.0,0.0,0.0,3612.0,3696,0.2500075,False,REGULAR,USD,48.5999755859375
SPY260724C00788000,2026-07-21 19:30:09+00:00,788.0,0.01,0.0,0.0,0.0,0.0,7787.0,3469,0.2500075,False,REGULAR,USD,49.5999755859375
SPY260724C00789000,2026-07-16 19:52:44+00:00,789.0,0.02,0.0,0.0,0.0,0.0,63.0,1021,0.2500075,False,REGULAR,USD,50.5999755859375
SPY260724C00790000,2026-07-21 19:30:09+00:00,790.0,0.01,0.0,0.0,0.0,0.0,116.0,2168,0.2500075,False,REGULAR,USD,51.5999755859375
SPY260724C00791000,2026-07-20 13:42:56+00:00,791.0,0.01,0.0,0.0,0.0,0.0,1.0,2021,0.2500075,False,REGULAR,USD,52.5999755859375
SPY260724C00792000,2026-07-17 19:35:25+00:00,792.0,0.02,0.0,0.0,0.0,0.0,1326.0,1600,0.2500075,False,REGULAR,USD,53.5999755859375
SPY260724C00793000,2026-07-17 19:24:50+00:00,793.0,0.02,0.0,0.0,0.0,0.0,8.0,1213,0.2500075,False,REGULAR,USD,54.5999755859375
SPY260724C00794000,2026-07-22 19:21:39+00:00,794.0,0.01,0.0,0.0,0.0,0.0,1.0,1042,0.2500075,False,REGULAR,USD,55.5999755859375
SPY260724C00795000,2026-07-17 16:55:33+00:00,795.0,0.02,0.0,0.0,0.0,0.0,100.0,481,0.2500075,False,REGULAR,USD,56.5999755859375
SPY260724C00796000,2026-07-17 19:22:31+00:00,796.0,0.02,0.0,0.0,0.0,0.0,131.0,430,0.2500075,False,REGULAR,USD,57.5999755859375
SPY260724C00797000,2026-07-06 18:57:49+00:00,797.0,0.05,0.0,0.0,0.0,0.0,133.0,235,0.2500075,False,REGULAR,USD,58.5999755859375
SPY260724C00798000,2026-07-22 13:45:56+00:00,798.0,0.01,0.0,0.0,0.0,0.0,10.0,2618,0.2500075,False,REGULAR,USD,59.5999755859375
SPY260724C00799000,2026-07-16 19:58:05+00:00,799.0,0.02,0.0,0.0,0.0,0.0,554.0,5203,0.2500075,False,REGULAR,USD,60.5999755859375
SPY260724C00800000,2026-07-23 15:07:02+00:00,800.0,0.01,0.0,0.0,0.0,0.0,1.0,9675,0.2500075,False,REGULAR,USD,61.5999755859375
SPY260724C00805000,2026-07-20 13:36:50+00:00,805.0,0.01,0.0,0.0,0.0,0.0,230.0,538,0.2500075,False,REGULAR,USD,66.5999755859375
SPY260724C00810000,2026-07-20 19:34:35+00:00,810.0,0.01,0.0,0.0,0.0,0.0,10886.0,11291,0.500005,False,REGULAR,USD,71.5999755859375
SPY260724C00815000,2026-07-21 15:36:18+00:00,815.0,0.01,0.0,0.0,0.0,0.0,17.0,1279,0.500005,False,REGULAR,USD,76.5999755859375
SPY260724C00820000,2026-07-17 16:44:34+00:00,820.0,0.02,0.0,0.0,0.0,0.0,39.0,572,0.500005,False,REGULAR,USD,81.5999755859375
SPY260724C00825000,2026-07-17 13:38:26+00:00,825.0,0.02,0.0,0.0,0.0,0.0,1.0,305,0.500005,False,REGULAR,USD,86.5999755859375
SPY260724C00830000,2026-07-16 13:43:19+00:00,830.0,0.01,0.0,0.0,0.0,0.0,100.0,404,0.500005,False,REGULAR,USD,91.5999755859375
SPY260724C00835000,2026-07-17 19:54:29+00:00,835.0,0.01,0.0,0.0,0.0,0.0,1040.0,1158,0.500005,False,REGULAR,USD,96.5999755859375
SPY260724C00840000,2026-07-17 17:12:44+00:00,840.0,0.02,0.0,0.0,0.0,0.0,984.0,944,0.500005,False,REGULAR,USD,101.5999755859375
SPY260724C00845000,2026-07-17 19:53:57+00:00,845.0,0.01,0.0,0.0,0.0,0.0,196.0,1242,0.500005,False,REGULAR,USD,106.5999755859375
SPY260724C00850000,2026-07-23 14:36:25+00:00,850.0,0.01,0.0,0.0,0.0,0.0,1.0,1682,0.500005,False,REGULAR,USD,111.5999755859375
SPY260724C00855000,2026-07-17 16:53:11+00:00,855.0,0.01,0.0,0.0,0.0,0.0,3.0,77,0.500005,False,REGULAR,USD,116.5999755859375
SPY260724C00860000,2026-07-23 16:53:50+00:00,860.0,0.01,0.0,0.0,0.0,0.0,19.0,3383,0.500005,False,REGULAR,USD,121.5999755859375
SPY260724C00865000,2026-07-17 19:34:57+00:00,865.0,0.01,0.0,0.0,0.0,0.0,68.0,255,0.500005,False,REGULAR,USD,126.5999755859375
SPY260724C00870000,2026-07-17 17:26:03+00:00,870.0,0.01,0.0,0.0,0.0,0.0,467.0,998,0.500005,False,REGULAR,USD,131.5999755859375
SPY260724C00875000,2026-07-17 19:24:33+00:00,875.0,0.01,0.0,0.0,0.0,0.0,328.0,349,0.500005,False,REGULAR,USD,136.5999755859375
SPY260724C00880000,2026-06-30 13:30:00+00:00,880.0,0.02,0.0,0.0,0.0,0.0,15.0,58,0.500005,False,REGULAR,USD,141.5999755859375
SPY260724C00885000,2026-07-10 19:45:24+00:00,885.0,0.01,0.0,0.0,0.0,0.0,193.0,384,0.500005,False,REGULAR,USD,146.5999755859375
SPY260724C00890000,2026-06-29 17:48:42+00:00,890.0,0.02,0.0,0.0,0.0,0.0,103.0,194,0.500005,False,REGULAR,USD,151.5999755859375
SPY260724C00895000,2026-06-30 13:50:45+00:00,895.0,0.01,0.0,0.0,0.0,0.0,96.0,378,0.500005,False,REGULAR,USD,156.5999755859375
SPY260724C00900000,2026-07-20 13:35:24+00:00,900.0,0.01,0.0,0.0,0.0,0.0,1.0,1492,0.500005,False,REGULAR,USD,161.5999755859375
